postedDate,eventDate,voidedDate,event,basis,action,entryNumber,portOfEntry,entryDate,entryType,teamNumber
,,,Liquidated,,No Change,BER90176080,5301,,47,6D0
,,,Liquidated,,No Change,BER90171628,5301,,47,6D0
,,,Liquidated,,No Change,BER90176064,5301,,47,6D0
,,,Liquidated,,No Change,BER90174945,5301,,47,6D0
,,,Liquidated,,No Change,BER90170554,5301,,47,6D0
,,,Liquidated,,No Change,BER90173434,5301,,47,6D0
,,,Liquidated,,No Change,BER90174499,5301,,47,6D0
,,,Liquidated,,No Change,BER90173426,5301,,47,6D0
,,,Liquidated,,No Change,60501124402,5301,,47,6D0
,,,Liquidated,,No Change,BER90172584,5301,,47,6D0
,,,Liquidated,,No Change,BER90174564,5301,,47,6D0
,,,Liquidated,,No Change,BER90174507,5301,,47,6D0
,,,Liquidated,,No Change,BER90172568,5301,,47,6D0
,,,Liquidated,,No Change,BER90169986,5301,,47,6D0
,,,Liquidated,,No Change,BER90163369,5301,,47,6D0
,,,Liquidated,,No Change,BER90172550,5301,,47,6D0
,,,Liquidated,,No Change,BER90174598,5301,,47,6D0
,,,Liquidated,,No Change,BER90172543,5301,,47,6D0
,,,Liquidated,,No Change,BER90174580,5301,,47,6D0
,,,Liquidated,,No Change,BER90169978,5301,,47,6D0
,,,Liquidated,,No Change,BER90174572,5301,,47,6D0
,,,Liquidated,,No Change,BER90169960,5301,,47,6D0
,,,Liquidated,,No Change,BER90172592,5301,,47,6D0
,,,Liquidated,,No Change,BER90164326,5301,,47,6D0
,,,Liquidated,,No Change,BER90164151,5301,,47,6D0
,,,Liquidated,,No Change,BER90163799,5301,,47,6D0
,,,Liquidated,,No Change,BER90171636,5301,,47,6D0
,,,Liquidated,,No Change,BER90170539,5301,,47,6D0
,,,Liquidated,,No Change,BER90170018,5301,,47,6D0
,,,Liquidated,,No Change,SQ310089868,5301,,47,6D0
,,,Liquidated,,No Change,SQ310089876,5301,,47,6D0
,,,Liquidated,,No Change,AA603411908,5301,,47,6D0
,,,Liquidated,,No Change,SQ310089447,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90139237,5301,,47,6D0
,,,Liquidated,,No Change,SQ310089249,5301,,47,6D0
,,,Liquidated,,No Change,AA603411296,5301,,47,6D0
,,,Liquidated,,No Change,SQ310075503,5301,,47,6D0
,,,Liquidated,,Change Decrease,BER90170349,5301,,47,6D0
,,,Liquidated,,No Change,BER90162072,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310089256,5301,,47,6D0
,,,Liquidated,,No Change,BER90161116,5301,,47,6D0
,,,Liquidated,,No Change,BER90179522,5301,,47,6D0
,,,Liquidated,,No Change,AA603409886,5301,,47,6D0
,,,Extended,Customs Extension,,AA603265858,5301,,47,6D0
,,,Extended,Customs Extension,,EI501676222,5301,,47,6D0
,,,Extended,Customs Extension,,AA603407310,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406130,5301,,47,6D0
,,,Extended,Customs Extension,,AA603405686,5301,,47,6D0
,,,Extended,Customs Extension,,AA603404663,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406932,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406890,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406643,5301,,47,6D0
,,,Extended,Customs Extension,,BGX00029567,5301,,47,6D0
,,,Extended,Customs Extension,,BGX00021788,5301,,47,6D0
,,,Extended,Customs Extension,,BER90169002,5301,,47,6D0
,,,Suspended,AD/CVD Suspend,,BER90204304,5301,,47,6D0
,,,Extended,Customs Extension,,AA603409845,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406247,5301,,47,6D0
,,,Extended,Customs Extension,,AA603407732,5301,,47,6D0
,,,Extended,Customs Extension,,AA603407443,5301,,47,6D0
,,,Extended,Customs Extension,,AA603407278,5301,,47,6D0
,,,Extended,Customs Extension,,AA603407054,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406999,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406783,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406718,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406445,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406510,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406395,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406346,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406361,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406197,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406254,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406239,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406221,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406213,5301,,47,6D0
,,,Extended,Customs Extension,,AA603406205,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200176,5301,,47,6D0
,,,Extended,Customs Extension,,JF901295655,5301,,47,6D0
,,,Extended,Customs Extension,,AA603409308,5301,,47,6D0
,,,Extended,Customs Extension,,AA603403780,5301,,47,6D0
,,,Extended,Customs Extension,,W6930064655,5301,,47,6D0
,,,Extended,Customs Extension,,W6930064630,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200267,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200259,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200226,5301,,47,6D0
,,,Extended,Customs Extension,,AA603404606,5301,,47,6D0
,,,Extended,Customs Extension,,JF901316097,5301,,47,6D0
,,,Extended,Customs Extension,,JF901314654,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10136785,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10136793,5301,,47,6D0
,,,Liquidated,Drawback Denied,Change Decrease,BER90159714,5301,,47,6D0
,,,Liquidated,,Change Increase,9S300000418,5301,,47,6D0
,,,Liquidated,Drawback Denied,Change Increase,EAQ00055686,5301,,47,6D0
,,,Liquidated,,Change Decrease,BER90170208,5301,,47,6D0
,,,Liquidated,,No Change,NP810003426,5301,,47,6D0
,,,Liquidated,,No Change,NP810003400,5301,,47,6D0
,,,Liquidated,,No Change,AA603403194,5301,,47,6D0
,,,Liquidated,,No Change,NP810003418,5301,,47,6D0
,,,Liquidated,,No Change,BER90162114,5301,,47,6D0
,,,Liquidated,,No Change,AA603406379,5301,,47,6D0
,,,Liquidated,,No Change,BER90176056,5301,,47,6D0
,,,Liquidated,,No Change,AA603409258,5301,,47,6D0
,,,Liquidated,,No Change,AA603409373,5301,,47,6D0
,,,Liquidated,,No Change,SQ310089462,5301,,47,6D0
,,,Liquidated,,No Change,SQ310089272,5301,,47,6D0
,,,Liquidated,,No Change,AA603411866,5301,,47,6D0
,,,Liquidated,,No Change,BER90179415,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137890,5301,,47,6D0
,,,Liquidated,,No Change,BER90179423,5301,,47,6D0
,,,Liquidated,,No Change,SQ310089843,5301,,47,6D0
,,,Liquidated,,No Change,AA603408896,5301,,47,6D0
,,,Liquidated,,Change Decrease,WBA10137866,5301,,47,6D0
,,,Liquidated,,No Change,BER90179738,5301,,47,6D0
,,,Liquidated,,No Change,SQ310089264,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137809,5301,,47,6D0
,,,Liquidated,,No Change,BER90179704,5301,,47,6D0
,,,Liquidated,,No Change,AA603407948,5301,,47,6D0
,,,Liquidated,,No Change,WBA10137783,5301,,47,6D0
,,,Liquidated,,No Change,BER90179688,5301,,47,6D0
,,,Liquidated,,No Change,SQ310075479,5301,,47,6D0
,,,Liquidated,,No Change,SQ310075461,5301,,47,6D0
,,,Liquidated,,No Change,SQ310074993,5301,,47,6D0
,,,Liquidated,,No Change,BER90161223,5301,,47,6D0
,,,Liquidated,,Change Decrease,DL700003411,5301,,47,6D0
,,,Liquidated,,Change Decrease,AA603401453,5301,,47,6D0
,,,Liquidated,,Change Increase,SQ310090023,5301,,47,6D0
,,,Liquidated,,No Change,SQ310090015,5301,,47,6D0
,,,Liquidated,,No Change,71602003239,5301,,47,6D0
,,,Liquidated,,No Change,BER90160001,5301,,47,6D0
,,,Liquidated,,No Change,BVK01606131,5301,,47,6D0
,,,Re-liquidated,,No Change,AA603409126,5301,,47,6D0
,,,Liquidated,,No Change,71602003205,5301,,47,6D0
,,,Liquidated,,No Change,BER90156645,5301,,47,6D0
,,,Liquidated,,No Change,71602003213,5301,,47,6D0
,,,Liquidated,,No Change,BER90145762,5301,,47,6D0
,,,Liquidated,,No Change,BER90149335,5301,,47,6D0
,,,Liquidated,,No Change,71602003221,5301,,47,6D0
,,,Liquidated,,No Change,BER90156637,5301,,47,6D0
,,,Liquidated,,No Change,BER90155449,5301,,47,6D0
,,,Extended,Customs Extension,,AHQ20190066,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200176,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200143,5301,,47,6D0
,,,Extended,Customs Extension,,JF901296570,5301,,47,6D0
,,,Extended,Customs Extension,,JF901315974,5301,,47,6D0
,,,Extended,Customs Extension,,BER90153311,5301,,47,6D0
,,,Extended,Customs Extension,,AA603409415,5301,,47,6D0
,,,Extended,Customs Extension,,94324092439,5301,,47,6D0
,,,Extended,Customs Extension,,94324092413,5301,,47,6D0
,,,Extended,Customs Extension,,94324092405,5301,,47,6D0
,,,Extended,Customs Extension,,94324092397,5301,,47,6D0
,,,Extended,Customs Extension,,BER90159714,5301,,47,6D0
,,,Extended,Customs Extension,,94324092504,5301,,47,6D0
,,,Extended,Customs Extension,,94324092389,5301,,47,6D0
,,,Extended,Customs Extension,,AA603409415,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200184,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200168,5301,,47,6D0
,,,Extended,Customs Extension,,DY219200150,5301,,47,6D0
,,,Suspended,Other 1 Suspend,,AHQ00020259,5301,,47,6D0
,,,Extended,Customs Extension,,BER90171768,5301,,47,6D0
,,,Extended,Customs Extension,,AA603410819,5301,,47,6D0
,,,Extended,Customs Extension,,AA603404655,5301,,47,6D0
,,,Extended,Customs Extension,,AHQ00020705,5301,,47,6D0
,,,Extended,Customs Extension,,AHQ00020390,5301,,47,6D0
,,,Extended,Customs Extension,,AHQ00020366,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90172501,5301,,47,6D0
,,,Re-liquidated,,Change Increase,AA603403749,5301,,47,6D0
,,,Liquidated,,No Change,AA603403640,5301,,47,6D0
,,,Re-liquidated,,Change Increase,AA603402451,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90204239,5301,,47,6D0
,,,Liquidated,,No Change,AA603401479,5301,,47,6D0
,,,Liquidated,,No Change,AA603402667,5301,,47,6D0
,,,Liquidated,,Change Decrease,AA603402386,5301,,47,6D0
,,,Liquidated,,Change Increase,8RM00000686,5301,,47,6D0
,,,Liquidated,,Change Increase,40817259689,5301,,47,6D0
,,,Liquidated,,No Change,40817259671,5301,,47,6D0
,,,Liquidated,,No Change,NP810003392,5301,,47,6D0
,,,Liquidated,,No Change,NP810003384,5301,,47,6D0
,,,Liquidated,,No Change,NP810003376,5301,,47,6D0
,,,Liquidated,,No Change,NP810003368,5301,,47,6D0
,,,Liquidated,,No Change,NP810003350,5301,,47,6D0
,,,Liquidated,,No Change,NP810003343,5301,,47,6D0
,,,Liquidated,Drawback Denied,Change Decrease,DL700007503,5301,,47,6D0
,,,Liquidated,,No Change,DL700007461,5301,,47,6D0
,,,Liquidated,,No Change,NP810010694,5301,,47,6D0
,,,Liquidated,,No Change,BER90155340,5301,,47,6D0
,,,Liquidated,,No Change,DL700007370,5301,,47,6D0
,,,Liquidated,,No Change,DL700007420,5301,,47,6D0
,,,Liquidated,,No Change,DL700007412,5301,,47,6D0
,,,Liquidated,,No Change,DL700007529,5301,,47,6D0
,,,Liquidated,,No Change,DL700007339,5301,,47,6D0
,,,Liquidated,,No Change,DL700007438,5301,,47,6D0
,,,Liquidated,,No Change,DL700007487,5301,,47,6D0
,,,Liquidated,,No Change,SQ310095444,5301,,47,6D0
,,,Liquidated,,No Change,SQ310092805,5301,,47,6D0
,,,Liquidated,,No Change,SQ310091757,5301,,47,6D0
,,,Re-liquidated,,Change Increase,D9712748547,5301,,47,6D0
,,,Re-liquidated,,No Change,SQ310089959,5301,,47,6D0
,,,Liquidated,,Change Increase,ARV60232159,5301,,47,6D0
,,,Liquidated,,No Change,SQ310094983,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603409126,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90172246,5301,,47,6D0
,,,Liquidated,,No Change,DL700007404,5301,,47,6D0
,,,Extended,Customs Extension,,BER90212588,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000660,5301,,47,6D0
,,,Extended,Customs Extension,,W6930064572,5301,,47,6D0
,,,Extended,Customs Extension,,BER90159193,5301,,47,6D0
,,,Extended,Customs Extension,,BER90159094,5301,,47,6D0
,,,Extended,Customs Extension,,BER90159086,5301,,47,6D0
,,,Extended,Customs Extension,,BER90203686,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10136769,5301,,47,6D0
,,,Liquidated,,No Change,DL700009327,5301,,47,6D0
,,,Liquidated,,No Change,BER90204213,5301,,47,6D0
,,,Liquidated,,No Change,AA603409043,5301,,47,6D0
,,,Liquidated,,No Change,71602003148,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603402964,5301,,47,6D0
,,,Liquidated,,No Change,71602003122,5301,,47,6D0
,,,Liquidated,,No Change,71602003155,5301,,47,6D0
,,,Liquidated,,No Change,AA603404176,5301,,47,6D0
,,,Liquidated,,Change Decrease,DY219200077,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603403376,5301,,47,6D0
,,,Liquidated,,No Change,DL700009301,5301,,47,6D0
,,,Liquidated,,No Change,BER90158534,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90147362,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90158658,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603403913,5301,,47,6D0
,,,Liquidated,,No Change,AA603404929,5301,,47,6D0
,,,Liquidated,,Change Increase,W6930065256,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90151018,5301,,47,6D0
,,,Liquidated,,Change Decrease,BER90155324,5301,,47,6D0
,,,Liquidated,,Change Increase,W6930065314,5301,,47,6D0
,,,Liquidated,,Change Increase,W6930065306,5301,,47,6D0
,,,Extended,Customs Extension,,AA603408961,5301,,47,6D0
,,,Extended,Customs Extension,,AA603408359,5301,,47,6D0
,,,Extended,Customs Extension,,BER90170687,5301,,47,6D0
,,,Extended,Customs Extension,,BER90170349,5301,,47,6D0
,,,Extended,Customs Extension,,BER90170208,5301,,47,6D0
,,,Extended,Customs Extension,,W6930066502,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065272,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065249,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065231,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065223,5301,,47,6D0
,,,Extended,Customs Extension,,BER90158682,5301,,47,6D0
,,,Extended,Customs Extension,,BER90158666,5301,,47,6D0
,,,Extended,Customs Extension,,BER90151018,5301,,47,6D0
,,,Extended,Customs Extension,,WBA10136744,5301,,47,6D0
,,,Liquidated,,No Change,BER90158450,5301,,47,6D0
,,,Liquidated,,No Change,ARV60226060,5301,,47,6D0
,,,Liquidated,,No Change,ARV60225963,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603403749,5301,,47,6D0
,,,Liquidated,,No Change,BMK08313825,5301,,47,6D0
,,,Liquidated,,No Change,BMK08313841,5301,,47,6D0
,,,Liquidated,,No Change,BMK08312843,5301,,47,6D0
,,,Liquidated,,No Change,BMK08311928,5301,,47,6D0
,,,Liquidated,,No Change,BMK08311910,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712748547,5301,,47,6D0
,,,Liquidated,,No Change,ARV60226052,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712763413,5301,,47,6D0
,,,Liquidated,,No Change,ARV60225997,5301,,47,6D0
,,,Liquidated,,No Change,ARV60225971,5301,,47,6D0
,,,Liquidated,,No Change,ARV60225989,5301,,47,6D0
,,,Liquidated,,No Change,BER90158476,5301,,47,6D0
,,,Liquidated,,No Change,ARV60226003,5301,,47,6D0
,,,Liquidated,,Change Increase,E5S99993083,5301,,47,6D0
,,,Liquidated,Drawback Denied,Change Decrease,AA603400240,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90140664,5301,,47,6D0
,,,Liquidated,,No Change,BER90158641,5301,,47,6D0
,,,Liquidated,,No Change,BER90171917,5301,,47,6D0
,,,Liquidated,,No Change,ARV60228488,5301,,47,6D0
,,,Liquidated,Drawback Denied,Change Decrease,AA603400208,5301,,47,6D0
,,,Liquidated,,No Change,9TY00085578,5301,,47,6D0
,,,Liquidated,,Change Increase,AA603408995,5301,,47,6D0
,,,Liquidated,,No Change,AA603404184,5301,,47,6D0
,,,Liquidated,,Change Increase,BER90204155,5301,,47,6D0
,,,Extended,Customs Extension,,BER90158534,5301,,47,6D0
,,,Extended,Customs Extension,,JF901315123,5301,,47,6D0
,,,Extended,Customs Extension,,BER90171628,5301,,47,6D0
,,,Extended,Customs Extension,,BER90170554,5301,,47,6D0
,,,Extended,Customs Extension,,BER90170547,5301,,47,6D0
,,,Extended,Customs Extension,,BER90170539,5301,,47,6D0
,,,Extended,Customs Extension,,BER90170521,5301,,47,6D0
,,,Extended,Customs Extension,,BER90170018,5301,,47,6D0
,,,Extended,Customs Extension,,BER90170000,5301,,47,6D0
,,,Extended,Customs Extension,,BER90169994,5301,,47,6D0
,,,Extended,Customs Extension,,BER90169986,5301,,47,6D0
,,,Extended,Customs Extension,,BER90169978,5301,,47,6D0
,,,Extended,Customs Extension,,BER90169960,5301,,47,6D0
,,,Extended,Customs Extension,,BER90166974,5301,,47,6D0
,,,Extended,Customs Extension,,BER90164334,5301,,47,6D0
,,,Extended,Customs Extension,,BER90164326,5301,,47,6D0
,,,Extended,Customs Extension,,BER90164169,5301,,47,6D0
,,,Extended,Customs Extension,,BER90164151,5301,,47,6D0
,,,Extended,Customs Extension,,BER90163799,5301,,47,6D0
,,,Extended,Customs Extension,,BER90163369,5301,,47,6D0
,,,Extended,Customs Extension,,BER90172584,5301,,47,6D0
,,,Extended,Customs Extension,,BER90172568,5301,,47,6D0
,,,Extended,Customs Extension,,BER90172550,5301,,47,6D0
,,,Extended,Customs Extension,,BER90172543,5301,,47,6D0
,,,Extended,Customs Extension,,BER90172535,5301,,47,6D0
,,,Extended,Customs Extension,,BER90172527,5301,,47,6D0
,,,Extended,Customs Extension,,BER90171644,5301,,47,6D0
,,,Extended,Customs Extension,,BER90171636,5301,,47,6D0
,,,Extended,Customs Extension,,BER90171628,5301,,47,6D0
,,,Extended,Customs Extension,,BER90171610,5301,,47,6D0
,,,Extended,Customs Extension,,BER90158641,5301,,47,6D0
,,,Extended,Customs Extension,,BER90158641,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000603,5301,,47,6D0
,,,Liquidated,,No Change,BER90158435,5301,,47,6D0
,,,Liquidated,,No Change,BER90212893,5301,,47,6D0
,,,Liquidated,,No Change,BER90156041,5301,,47,6D0
,,,Liquidated,,No Change,ARV60226045,5301,,47,6D0
,,,Liquidated,,Change Increase,D9712748430,5301,,47,6D0
,,,Liquidated,,No Change,AA603411775,5301,,47,6D0
,,,Liquidated,,No Change,BER90158443,5301,,47,6D0
,,,Liquidated,,No Change,BER90212976,5301,,47,6D0
,,,Liquidated,,No Change,71602002892,5301,,47,6D0
,,,Liquidated,,No Change,ARV60225914,5301,,47,6D0
,,,Liquidated,,No Change,AA603404242,5301,,47,6D0
,,,Liquidated,,No Change,AA603403988,5301,,47,6D0
,,,Liquidated,,No Change,AA603403574,5301,,47,6D0
,,,Liquidated,,No Change,ARV60225880,5301,,47,6D0
,,,Liquidated,,No Change,ARV60225930,5301,,47,6D0
,,,Liquidated,,No Change,ARV60225872,5301,,47,6D0
,,,Liquidated,,No Change,AA603406304,5301,,47,6D0
,,,Liquidated,,No Change,BER90212547,5301,,47,6D0
,,,Liquidated,,No Change,BER90212505,5301,,47,6D0
,,,Liquidated,,No Change,ARV60225898,5301,,47,6D0
,,,Extended,Customs Extension,,ARV60226037,5301,,47,6D0
,,,Extended,Customs Extension,,W6930064952,5301,,47,6D0
,,,Extended,Customs Extension,,W6930064978,5301,,47,6D0
,,,Extended,Customs Extension,,W6930064986,5301,,47,6D0
,,,Extended,Customs Extension,,W6930064994,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065017,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065025,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065033,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065041,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065058,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065066,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065074,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065082,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065108,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065116,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065124,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065132,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065140,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065157,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065173,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065181,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065199,5301,,47,6D0
,,,Extended,Customs Extension,,W6930065207,5301,,47,6D0
,,,Extended,Customs Extension,,BER90157924,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000751,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000736,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000694,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000652,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000629,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000546,5301,,47,6D0
,,,Extended,Customs Extension,,8RM00000595,5301,,47,6D0
,,,Extended,Customs Extension,,AHQ77777773,5301,,47,6D0
,,,Extended,Customs Extension,,D9712748547,5301,,47,6D0
,,,Extended,Customs Extension,,W6930064937,5301,,47,6D0
,,,Liquidated,,No Change,ARV60161176,5301,,47,6D0
,,,Liquidated,,No Change,D9712259164,5301,,47,6D0
,,,Liquidated,,No Change,D9712259248,5301,,47,6D0
,,,Liquidated,,No Change,D9712292389,5301,,47,6D0
,,,Liquidated,,No Change,D9712275814,5301,,47,6D0
